inquiry_id,customer_message,brand_reply
2280298,@AppleSupport 1+2+3 is not 24.,"@662892 Thank you for reaching out to us. In DM, please let us know which software version you're using. https://t.co/GDrqU22YpT"
2381395,"@AppleSupport Gen 6, it's iTunes purchases and songs imported from cds.","@686593 Thanks! With the purchases you've made at the iTunes Store, you can download those directly to your iPod Touch. Let us know the result after these steps: https://t.co/FRtPzkZ9Si"
587479,@AppleSupport Thank you I did the latest update again last night and it stopped shutting down.,"@258779 Excellent, we're glad it's fixed now. Let us know if you need any assistance in the future. We’ll be here to help. Have a wonderful day!"
2304027,@AppleSupport @115858 could you please use some of the thousands of dollars I’ve paid you to create a iPhone charging cable that lasts more than 6 months? https://t.co/L83KOfzYwI,"@668526 We'd like to look into this a little more with you. Please DM us, tell us which country you're in, and we’ll take it from there. https://t.co/GDrqU22YpT"
941498,El teclado de los iPhone después de la última actualización. Lo arreglaréis ¿NO? @AppleSupport https://t.co/eq34TTTzSo,@343196 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2705045,@AppleSupport I have a MacBook Air that is unable to update. I have already tried every possible reset and taken it to a licensed service provider and the issue still has not been fixed.,"@759725 We're here for you. What version of macOS is your Macbook Air on currently? 

Let us know in DM. https://t.co/GDrqU22YpT"
570174,@AppleSupport I made a few transactions at the new Apple Store in Downtown Brooklyn today and I haven’t received any of the online receipts yet. Any help?,"@253839 Thank you for reaching out, we'd like to get you pointed in the right direction. We'd recommend reaching out to our Sales Support Team. You can reach them here:  https://t.co/8yjRd1Xo0i"
2028519,@AppleSupport hi can you please do a diagnostic test on my iPhone battery,"@599877 We want to help you. DM us, and let us know what's going on with your battery. We can troubleshoot this for you. https://t.co/GDrqU22YpT"
399936,"@AppleSupport No, the Speakerphone button has nothing to do with Bluetooth","@210562 OK, it looks like your issue may be different from the link you shared, can you explain what your experiencing in DM? https://t.co/GDrqU22YpT"
2014507,@115858 can we fix this update issue please? https://t.co/Mmc9eiIIhp,@595677 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
396099,@AppleSupport thank youu!! it’s working https://t.co/b0jv2uDEvo,@209784 That's what we're talking about! Let us know if need anything further. Have an excellent day.
1818148,How is it that I've sent TWO emails to @AppleSupport re a charge over the last two weeks but have gotten NO response 😡,@546128 Thanks for reaching out! We’d like to gather more details so we can best assist. Please use the DM link to share the details. https://t.co/GDrqU22YpT
266510,@AppleSupport It crashes when I export out of adobe premiere twice now,@179493 Does the issue affect a different user account on your Mac? Check out how to create another user: https://t.co/uq2sgsajuY
2360354,"@AppleSupport Hi, do you know how long the warrenty is on a Black Leather Loop Watch band in the UK? Mines falling to bits ☹️",@681641 We'd be happy to check into this.  Please DM us and we can look into it together. https://t.co/GDrqU22YpT
2675736,Now my email doesn't work on my iPhone 6s Plus after the iOS 11 upgrade. Email addresses? All of them. Literally all of them. @AppleSupport,"@572422 Let's see how we can help. Send us over a DM with more details, and we'll pick back up there. https://t.co/GDrqU22YpT"
1535718,Hey @AppleSupport. Updating my iOS didn’t fix this. I️ 👎 https://t.co/zbZFAzeYXQ,@461856 We understand your concern and would like to discuss this. Please join us again in a DM: https://t.co/GDrqU22YpT
2007025,"@115858 what’s going on with the keyboard right now, 2 iPhone’s with the same issue. Every time I️ type left “I️” I️ get a A and a boxed ? https://t.co/7PAUzPlVEq",@593488 We want to help with this. Check out https://t.co/xU1AGHStV6 and meet us in DM if those steps don't correct the issue you see. https://t.co/GDrqU22YpT
584737,"Okay, I thought this was just me, turns out, there are quite a few facing this problem #Staingate @AppleSupport. My Early 2015 MBP has the entire anti-reflecting coating peeling off from all sides. It ain't a pretty site, I would love to chat about the replacement program.","@257989 Please send us a DM, we'd like to gather some information about your Mac and also ask a few clarifying questions regarding the issue. https://t.co/GDrqU22YpT"
2519299,@AppleSupport I figured it out. I hadn’t updated my phone. Once I did it all went back to normal 😂,"@717615 Excellent! We're glad to hear that the update has you back to making and receiving calls. If you need us down the road, just message us. We're here from 5am until 8pm, daily, and always happy to help."
243055,"@AppleSupport It doesn’t say “delivered” at the bottom, sometimes they get it anyway, and sometimes it’s days before I realize it didn’t go through","@173721 When sending messages to non-iOS users the bubble will be green and will not show ""Delivered"" on the bottom https://t.co/IYLXaFXS3h"
2287212,Testing out my iPhone X again at 1% animations are just yuk and to my surprise Face ID doesn’t work when it’s running low on battery why @AppleSupport @115858,@664537 Let's take a look at this together. You mentioned the animations; Is Low Power Mode enabled?
146760,@AppleSupport I have an issue with IOS 11.1.2,@288336 We’re here to help. Tell us a bit about what is happening and we’ll work with you to find a solution.
2728099,"@AppleSupport 
Hello 
I recently ported my phone number from one carrier to another 
I however have been unable to activate iMessages 
I’ve tried all solutions suggested on the Apple website but none have worked.
Please assist 
Thank you",@764959 Let's see what we can figure out together. Which version of iOS is installed on your iPhone currently? What errors or messages are you receiving in the process?
1762742,@115858 why did y'all take away the play later feature in the music app like why do you hate us so much i wanna know.,"@530349 We'd love to help! As it turns out, you can actually reorder your Up Next playlist! This link has more info: https://t.co/mgtQSijbmx"
2112951,I love how as soon as the iPhone x drops my home button suddenly stops working @AppleSupport @115858 https://t.co/At8o3msJHt,@623079 We want you to be able to rely on any iPhone you have. What exactly is happening with the Home button?
1482387,@115858 @AppleSupport FIX THIS FUCKING GLITCH . I’m tired of seeing this dumb ass question mark bullshit every time someone puts “I”. 😒,@464203 We'd like to help you out with this. Please send us a DM with which version of iOS you're updated to. https://t.co/GDrqU22YpT
332478,"@AppleSupport ios 11.0.2 no funciona con normalidad, pone la pantalla en negro y el tiempo no responde bien con el widget, muy mal sistema.",@195166 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2485791,@AppleSupport @116333 i think i deserve the new iphone 10 for spotting this spelling error 😂😂🤔 @115858 https://t.co/UE75hKFBSL,@265534 We'd like to know more about this. Can you DM us some details on what steps you took to get to this page? https://t.co/GDrqU22YpT
2004829,"@115858 Your iOS Notes app is an utter fucking piece of shit. After crafting an important note, tried to delete a paragraph. Wouldn’t let me.",@592851 Let us know what happens when you try? Is the paragraph selected? Or are you using the delete key? DM us and let us know: https://t.co/GDrqU22YpT
1454675,@AppleSupport why does my iPad keep losing wifi signal ? I do forget network re join and it keeps asking for PW or change network on its own,@157656 Does this happen for multiple Wi-Fi networks or only one network you are connecting with?
332804,@AppleSupport Can you direct me to Turkish supporting area? Thanks,@195257 In order to get you with the right folks. Can you tell us what exactly you need help with?
1639007,@AppleSupport,@501170 Let's work together to figure out what's going on. Which iPhone do you have? Is it stuck even while charging?
934479,"@AppleSupport streaming from Match, 11.0.3 yes. Press skip multiple times, UI of the music app (&amp; control center, etc) stops updating/responding,",@341674 Does restarting have any impact on the issue? Does this happen on both Wi-Fi and cellular? Do downloaded songs play?
2926438,love when @115858 releases a new phone and my brand new iPhone 7 stops working right......,@809685 We'd be happy to help with any issues you may be having. Please DM us some details and we'll take a look https://t.co/GDrqU22YpT
1991498,@AppleSupport my S1 Watch on os 4.1 is going through battery way too fast. Unpaired/repaired. Hard reset. Nothing helps. Advice?,@589387 We'd like to look into this with you. Let us know how long the battery is lasting you in DM. We'll continue there. https://t.co/GDrqU22YpT
2408563,"@AppleSupport No. It is just happening. I just left @30973 and turned off WiFi to save battery. I got home and now it is on and connected to my home WiFi. That is handy. But, i would prefer to control it.",@692582 Are you turning Wi-Fi off from the control center or are you navigating to Settings &gt; Wi-Fi?
1502036,1/2 — These @AppleSupport issues of freezing screens and no @115888 controls on lock screen is driving me mad!,@468640 Let's take a look together. Which version of iOS do you have installed at this time?
2122567,"@AppleSupport why the hell do alarms not have an override feature?Had phone on silent and DND,so the phone also silenced my alarm! WTFAPPLE!",@588614 Thanks for reaching out again. DM which iPhone and specific iOS version you are using currently to get started. https://t.co/GDrqU22YpT
856672,@AppleSupport so after having this genuine apple case for only a couple of weeks it’s starting to wearing out already! #shocking for £35!! https://t.co/MUX7qBsnTs,"@323443 Where was the case purchased? Please let us know in DM, and we’ll go from there. https://t.co/GDrqU22YpT"
2025719,@AppleSupport 11.0.3 i keep getting message about imessage and so on everytime i reboot my phone also the bluetooth gets on too by itself,@599059 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT
2037515,@115858 @124423 my camera quality is trash because of this new iPhone release. Fix it.,"@602452 We're happy to help. DM us the iPhone model and iOS version you are currently using, and we'll look into this with you: https://t.co/GDrqU22YpT"
284891,@115858 iOS 11 is so bad. Pushing me to actually move to @122609   Missing all calls,@183870 What happens when you receive a call? Let us know in DM and we'll work together to get it sorted. https://t.co/GDrqU22YpT
894321,@AppleSupport everytime I try to download an app it decides not to download... it’s been happening since this new update ugh https://t.co/xBgJB90KPq,@332342 Adding to new apps to your device is great &amp; we'd like to help. Does this happen with both Wi-Fi &amp; Cellular Data only?
2584316,@AppleSupport the  battery life on my iPhone X over the last few days seems to be draining faster than my first week. Is there a diagnostic I can do?,@732331 We'd love to help! Which version of iOS 11 are you currently updated to?
1693355,I’m tired of having to use the lower case “i” because everytime “i” try to use proper grammar it corrects to “I️” MAKE IT STOP @AppleSupport,@513894 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
889095,URGENT: @115858 can y’all please fix this update that just drained my phone from 100% to 84% in 30 minutes??????? i haven’t even touched my phone since i took it off the charger🙄,@331081 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
1346074,@AppleSupport Tried that and you said nothing was wrong with my phone 👌🏻,@433880 Send us a DM to continue. https://t.co/GDrqU22YpT
936160,@AppleSupport Thanks ! That's exactly what I needed.,@190749 It was our pleasure assisting you. Feel free to reach back out if you have any other questions. We're here to help.
1970210,Thank you  @115858 📱 for not waking me up today. The alarm clock started only when I unlocked my #iPhone 1h after the set time 😕 A #bug?,@583635 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.
2619809,@116333 really?! No battery percentage on the home screen on iPhone X?! Why?????!,@135689 Thanks for reaching out. Take a look at the steps here on how to view your battery percentage on the iPhone X: https://t.co/MDBodTfJh9 . Send us a DM if further assistance is needed. https://t.co/GDrqU22YpT
1049023,"My brand new iphone 7 i paid a fucking ridiculous sum for @115858 ..i just tried checking the mail..the phone froze &amp; then went white...im sick &amp; fucking tired of being taken. Androids suck, iphones suck..how about you big corporations give a shit about people who work hard!! Ughh",@367926 We'd love to help and do care about your experience with your iPhone. DM us what iOS version you're on. https://t.co/GDrqU22YpT
245236,Soy el único al que le funciona peor el iPhone desde la ultima actualización?? Por no hablar de la batería... @115858 @AppleSupport,@174221 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
2431332,@AppleSupport The zoom freezes. The computer is still responsive but you cannot zoom in or out. You can’t move the zoomed area around. I restarted and it fixed it but it has happened a few times. I even tried turning the feature off and on again while it was frozen,@421320 Got it! Send us a DM with the country you are located in and we will continue from there. https://t.co/GDrqU22YpT
2285173,@AppleSupport I am trying to connect my iphone to my mac after resetting the iphone and I get this message. what could be the reason for that? https://t.co/h0VLfyp9Nx,@664047 Thanks for bring this to our attention. Click here to connect with us in DM and let us know which computer and software version you're using: https://t.co/GDrqU22YpT
848069,"@AppleSupport
Can I not upgrade frm 10.3.3 to 11.0.3 without taking backup manually on to PC? As always yur softwr did it ( I use iPhone 7).",@286680 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT
1345654,"@124825 @115858 I have no idea how I’d be able to verify that. ordered it through the Apple store, carrier is up, and my account is very available to Apple",@433777 We certainly want to verify that your order was placed. Connect with our Sales Support Team here: https://t.co/RmFSlCBcIE
1156289,@AppleSupport It doesn’t matter. She hasn’t changed anything app/music wise but did software update,@142760 Got it. DM us the exact iOS version and we'll take a closer look into this. https://t.co/GDrqU22YpT
359278,@AppleSupport 11.0.2,"@201084 Thank you.  And what device are you using, please?"
1006063,"@AppleSupport Yes, it’s on. In addition, I cannot scroll past December into next year in my calendar. Big glitch",@358110 Were you using iCloud? Let us know in a DM. https://t.co/GDrqU22YpT
761287,@AppleSupport 11.0.2,"@125133 Let's try backing up and updating your iPhone by following this article, then test again: https://t.co/80YRnjDFDk"
159581,"God dammit @115858 @AppleSupport  ordered earbuds, got power adapter.  I understand it’s a busy time of year but now I have to find time to go get this exchanged. https://t.co/XDvMusyNzl",@152738 We're here for you. You'll want to reach out to our sales team here: https://t.co/8yjRd1Xo0i
2013659,I️ can type the letter I in certain words but not by itself @AppleSupport get it together.,@595421 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
324265,"how did this even get through quality control @115858 (@AppleSupport), you literally copy the link twice???? https://t.co/xL4aQghDMd",@193246 We're happy to look into this with you. Could you meet us in DM? https://t.co/GDrqU22YpT
1673628,"@AppleSupport I did that already, and it’s still forming boxes",@509274 Please join us in DM. https://t.co/GDrqU22YpT
1970531,I never should’ve updated my phone. It’s next-level messed up. I see you @115858 👀. You ain’t slick.,@583717 What's happening with your iPhone? We'd like to help out. Tell us additional details about this issue in a DM. https://t.co/GDrqU22YpT
1211217,2 hours of my life online with @115858 and I still have a broken phone #neverusetheonlinechat,@404287 We'd be happy to look into any issues you might be having with your iPhone. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT
1891783,Hey @AppleSupport you and your shitty updates that make my phone slower are the bane of my existence,@161425 We want to help. Please DM us exact details on the issues you're experiencing on your iPhone. We'll be glad to work with you. https://t.co/GDrqU22YpT
1783332,@535821 ok glad its not just me. Any suggestions @115858 @AppleSupport ??,"@535820 We're here to help. DM us, and tell us a little bit more about what's going on. We'll do whatever we can to assist. https://t.co/GDrqU22YpT"
2014265,@AppleSupport i have an issue with ios11 iphone6s not ‘seeing’ imac in airdrop. Apparently im not alone. Is there a fix?,@595600 DM and tell us which version of iOS 11 you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there to help. https://t.co/GDrqU22YpT
402617,@AppleSupport Well basically I spoke to Chris online and he told me to do this https://t.co/xOTAiH8kfL,@211248 Thank you for sharing. Let's take a closer look at the issue together in DM. https://t.co/GDrqU22YpT
1988585,@AppleSupport your reportaproblem page just keeps refreshing instead of allowing me to sign in.,@588565 That's certainly not expected. Let's find a resolution. Please send us a DM with details regarding your issue. https://t.co/GDrqU22YpT
1941662,@AppleSupport It also shows up on my initial passcode entry screen after I hit the first digit of my code,"@577408 Does the iPhone have a case on it? If so, does the issue persist outside of the case? Please shoot us a DM with the answer. https://t.co/GDrqU22YpT"
1568230,"can someone help me, I want to gift a song on iTunes but I need payment method on my acc. I already have £12 through voucher though? @115858","@236870 Giving the gift of a song is a great idea! However, you can't purchase an iTunes Gift with store credit. https://t.co/4oWFPgdVN0"
2300900,@AppleSupport why cant i download anything on my phone https://t.co/6eG6wJG5wF,"@116611 Let’s team up to get your iPhone all up-to-date. Does that still continue after taking the steps from this article? https://t.co/Ui1yTnOCUz Also, approximately how long have you been attempting to update?"
1774920,Hey @AppleSupport just got a new Apple TV. It’s struggling to complete the os update. Assistance?,@155404 We have an excellent team to help out with your Apple TV. Here's the contact link: https://t.co/IBIY3vMgPj
344131,"Whenever I log into @127550 on Safari, here's what I get: A blank screen. 
@AppleSupport https://t.co/ocpYFMNu4R",@120122 We can look into this with you. Which Apple device are you using? Are you only having trouble with the one website?
537619,@AppleSupport my phone keeps having a black loading screen every 2 minutes after the new ios update and i've restarted and all.. when will this be resolved?,@244617 Thanks for reaching out. We'll do everything that we can to assist you with this. Click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT
910568,@AppleSupport I’m using an iPhone 7+ I was skeptical ab downloading this bc I thought it would get worse with messing up https://t.co/3RSZJVaghC,"@336276 We'd recommend the update, especially for apps unexpectedly closing. This article goes through more: https://t.co/X6nymuaxVK"
1646665,"Dear @AppleSupport, are you in the know about the issue with not being able to text the letter that comes between H and J?",@503126 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1682463,"Não estou conseguindo comprar memória, me ajudem @AppleSupport @115858","@511457 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2732873,@AppleSupport I’ve been an hour on the phone waiting to speak to someone is my main issue. Also no sound out of my new Apple 4K TV,"@766037 We can see how that would be challenging, both the waiting and no sound on your new Apple TV.  Meet us in DM so we can find the best option for you. https://t.co/GDrqU22YpT"
2565773,"@115858 this stupid ass update keep turning the WiFi &amp; Bluetooth on, I️ll turn it on when I️ want it‼️‼️🤬🤬😤😤",@727909 Wi-Fi and Bluetooth controls in iOS 11 work a bit differently in Control Center. You can find more info on those changes here: https://t.co/G7BHuQnDS6
1557118,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,@481349 We are here to help. Let's backup your device then update to the newest version it has a fix for this issue.
283581,@AppleSupport I turned my iPad off and back on again and now they’re updating 😊,"@183553 That's great! If you have any other questions, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time."
498564,"@234012 @applesupport me too. same issue. iPhone 6, newest iOS11.",@235814 We're here to help. Please tell us more about it in DM: https://t.co/GDrqU22YpT
869926,@AppleSupport help i forgot my restrictions passcode,@326565 We've got some great steps to help with this issue. You can find these at the bottom of this article: https://t.co/ZOXnGWrbMf
1706191,@AppleSupport what’s up w the i turning to I️,@517110 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1203518,"No sleep tonight, but shopping tomorrow! Any takers? Lunch anyone? This iPad sucks! It doesn’t type the o nor other letters! @115858 #Apple","@402733 Keyboard issues on your iPad are never fun, but we're here to get that sorted out. Is this the on screen keyboard this happens with?"
1557608,Son wtf going on with my phone @115858,@481471 We're here for you. Let us know all about any issues you're seeing. We're glad to help get it sorted out.
1819283,@435744 @115858 I don’t have an update. 🙄🙄🙄,"@441160 We want you to be able to count on your iPhone working for you; we'll do all we can to help. To start, DM us here: https://t.co/GDrqU22YpT"
2143320,FIX THIS IM TIRED OF IT @115858 https://t.co/lo5RaFyiqw,@630151 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
2320613,How do I make it so my apple account doesn't keep send a code to my cell verify my MacBook? This is so effing annoying. @AppleSupport,"@672546 We can help. Click here and check out the section ""Can I turn off two-factor authentication after I’ve turned it on"": https://t.co/RONuUjClwW"
1670625,@AppleSupport WHY IS MY PHONE DOING THIS 👉🏼  i️ i️ i️,@508559 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
401678,@AppleSupport since downloading iOS 11 to my iPhone my iPhone’s been glitching https://t.co/SIbnyGACfs,@210821 We definitely want to look into this with you! Send us a DM letting us know which iPhone you're using. https://t.co/GDrqU22YpT
2056397,@AppleSupport iPhone was working fine until software update appeared as a notification. Battery is draining and I haven’t even updated!,@608160 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT
388033,@AppleSupport Thank you it would charge. It dropped to 4%.,"@207836 It's our pleasure! For help with charging the iPad, check out these steps: https://t.co/uqxquyfdn0 Keep us posted on the results."
2021414,@AppleSupport @115858  y’all need to fix this I️,@597822 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
1550262,@AppleSupport It finally worked 2 hours later,@272307 We're glad to hear you were able to activate &amp; can enjoy your new iPhone! Have a great night.
991775,@AppleSupport any help available related to iPhone 8 plus freezing? In my example freezing went away when WiFi reconnected. iOS 11.0.3. https://t.co/agUPkwIixG,@258320 We'd like to help. Let's try restarting the device and see if this continues. Let us know the result.
2980714,@822111 @115858 Exactly ever since i updated my phone the troubles started &amp; that’s how Apple sabotages your phone to make u get a new one,"@822110 We hear you're having issues with your iPhone after updating. That's certainly not what we want and would love to help get it working the way you expect. DM us more details about what's going on, including the model and the exact version of iOS, and we'll get started. https://t.co/GDrqU22YpT"
2015594,So my iPhone7Plus decided to update late night and it is slow and partially frozen.  It’s not even a year old!!!! @115858 #ThanksApple,@409782 Let’s work together on this behavior. Does this only happen with certain apps or features? Let us know in DM. We’ll go from there. https://t.co/GDrqU22YpT
2053573,YO MY PHONE JUST BROKE AND WON'T TURN ON ANYONE WANNA SELL ME A IPHONE @115858,@607336 Send us a DM and let us know how your iPhone was broken. We'll be happy to look into options to assist. https://t.co/GDrqU22YpT
2349328,@AppleSupport All of the above. But I was told that some of these links WERE clickable on their end even if the were not on my end.,"@679098 Got it. Which device are you using, and what's the software version it's running? For iOS devices, you can find this in Settings &gt; General &gt; About &gt; Version. For Mac, this link helps with locating it: https://t.co/aTSJR8BjEc"
2068317,Tired of resyncing music over and over again on iTunes for Windows on my iPhone. It can’t get the album artwork right.Fix pls 😬@115858 #iOS11,@574238 Let's look at this together. Is this custom artwork? Are these purchased albums? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT
764348,"Hey @AppleSupport, can we get shake to shuffle back?

Thank you,
Girl who can't use iPod while driving and wants to change songs",@302673 Thank you for reaching out. We encourage you to leave feedback about this feature by going to https://t.co/eTPVYVFyd8
1020302,@AppleSupport my App Store is not working!!!!,@361433 We're here to help you. Which device are you having issue accessing the App Store?
1934223,iOS 11.03 is absolute garbage my phone is almost unusable @115858,@575533 We're here to help. What is going on with your device? Send us a DM so we can look into what's going on. https://t.co/GDrqU22YpT
436442,"@AppleSupport The one I am noticing is Messages; however, it seems like there have been a couple times when it didn’t ring when I was getting a phone call",@218645 Thank you for letting us know! Please send us a DM to discuss this further. https://t.co/GDrqU22YpT
1407926,"@AppleSupport - iPhone getting slow, many apps shut automatically, call logs disappear, data doesn’t work sometimes.iOS 11.03(15A432)iPhone7",@377151 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT
941457,@AppleSupport Solved! Txs!!!,@343187 Glad to hear! Feel free to reach out to us here if you have questions in the future.
2690777,Why do @115858 insist you install new updates and when you do it knackers up your mac😡,@756446 We want to help.  Send us a DM letting us know the exact version of OS on your Mac and more about what you are experiencing. https://t.co/GDrqU22YpT
2013369,@AppleSupport I️ phone 7 phone has died multiple times while on the charger 🤔,@595339 Thanks for reaching out. Try the following steps:  https://t.co/uqxquyfdn0 DM us if you still need help from here. https://t.co/GDrqU22YpT
714200,iOS11.0.2 causes my iPhone 7+ to freeze &amp; restart every ~half hour.  Arguably the most frustrating @115858 product since the AirPort Extreme.,@257594 Thanks for reaching out to us. We'd like to gather more information. Can you DM us to begin? https://t.co/GDrqU22YpT
1655041,"@AppleSupport what is this? Just updated to 11.1. Glitches, more freezing and slow performance on my 6s. https://t.co/z3mypfFTjE",@201149 We've received your DM and will follow up with you there. Keep an eye out for our reply shortly.
1647417,@AppleSupport Thank you!,@503321 You're most welcome! Please feel free to reach out to us again if you need any more help. Have a great night!
1963695,@115858 FIX MY IPHONE ‼️ ios11 update MESSED IT UP,@582215 We can help. DM us letting us know which iPhone you have and more details about the issues you're experiencing. https://t.co/GDrqU22YpT
2111447,"Come on @AppleSupport sort out the numerous bugs affecting iPhone 6 users with ios11, it’s getting ridiculous 😡",@622792 We're glad you've reached out. Please send us a DM with some details on what you're running into. We're eager to help. https://t.co/GDrqU22YpT
1235643,Hello @AppleSupport can I have my account back plz??? Pvt msg me,@409818 We'd like to discuss this with you further. Let's continue in DM. https://t.co/GDrqU22YpT
2487175,"@AppleSupport iOS 11.1.1 of course, and watchOS 4.1",@695087 Have you noticed any other anomalies since updating watchOS 4.1?
1770321,@115858 pls fix your I️ it’s killin’ me,@532200 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1849557,I can hold my breath longer than my iPhone battery holds a full charge @115858,@553771 We'd love to work together on this with you. Meet us in DM with additional details about your iPhone to get started: https://t.co/GDrqU22YpT
756530,@AppleSupport iPhone 6 with iOS 11.0.3. It’s an insurance replacement from June. The phone is also very warm. I have all the battery drainers turned off.,"@300802 Just to clarify, are you referring to these suggestions? https://t.co/bivpdfBNJ6 If you've tried those, let us know in DM. https://t.co/GDrqU22YpT"
2352174,"@AppleSupport that doesn't work.  It shows in my phone, but does not give option to play or listen.","@496667 From the purchased section, do you have the option to download the album to your device? If so, are you able to download the tracks and play them? DM us the answer and we'll look into this with you. https://t.co/GDrqU22YpT"
1204175,"@AppleSupport Phone crashing,apps crashing and apps not working right.everyone I know who has done the update is having probs,I’m using the iPhone 7","@402878 We'll be sure to cover all three issues today. Starting with the iPhone crashing. What happens? Restart, shutdown? DM us. https://t.co/GDrqU22YpT"
1794159,@AppleSupport Since about noon today. About 8.5 hours. I can tell it’s losing charger because it slows down significantly when it’s on low battery.,"@539158 If you restart the iPhone, does the battery percentage change at all?"
1902445,Hi @AppleSupport.. I don’t like the feel of the iOS 11 on my iPhone 6.. Can you please help me revert to the iOS 10?,"@566964 Hi there. We don't have the option to downgrade, however, we're happy to look into any issues you're experiencing via DM. https://t.co/GDrqU22YpT"
1769976,@AppleSupport I’m just trying to update twitter and the App Store is asking me to do this so I enter my CVV and it get’s declined https://t.co/fXW4XM1tre,@532119 Hey there! We'd like to help.  DM us and give us more detail about the issue. We'll go from there. https://t.co/GDrqU22YpT
2794395,"@AppleSupport

WORST WORST EXPERIENCE........

HELP. HELP.... HELP....

TRYING TO GET HELP BUT NPT RESOLVED YET........

I bought my macbook air 2017, in last week of September 2017.

WITHIN LESS THAN A MONTH it started malfunctioning, started freezing.","@779812 We want to help. Please send us a DM, so we can take a closer look at this issue with you. https://t.co/GDrqU22YpT"
2908127,"my phone just shut off mid-song with 45% battery still left then turned itself back on and all my music was gone. 3rd time this has happened, @115858 wtf man I'm tired of this I'm not gonna buy the iPhone X lmao stop messing with the one I have","@805197 We'd love to see what we can do to help out. Which iPhone model do you have? Also, which version of iOS are you running? Let us know the details in a DM, and we'll work together on this: https://t.co/GDrqU22YpT"
1772610,@AppleSupport why is my phone doing this ??? Can’t send any “I️’s” https://t.co/MYMT1LMHxj,"@532768 Thanks for reaching out. We've received your DM, and will continue working with you there shortly."
1028510,@AppleSupport Thanks for the battery usage tips but that doesn't help.The real issue is why after upgrading to #ios1103 my battery is draining much faster,@363353 Thanks for the details. Let's move back to a DM so we can explore this further. https://t.co/GDrqU22YpT
1230360,@AppleSupport I canceled about 3 or 4 days ago,@176537 Thank you for that information. Let's get you in touch with an iTunes Store Advisor for further assistance at: https://t.co/SDIe7UiyJN
9239,@AppleSupport Have bug... if send to people that have old ios... LCD freze. Need to close. To go back 😏,"@129597 Thanks for reaching out to us. To clarify, when using the Echo effect, does your Messages app become unresponsive?"
1528767,Funny how IPhone X drops and I️ start having issues with my IPhone 7 random ass question marks and black screens @115858 @AppleSupport,@474629 We'd like to help. DM us with a bit more detail on what's going on and we'll go from there. https://t.co/GDrqU22YpT
2448415,"@AppleSupport hi i have iphone 7, should i close apps get to save power?",@701812 Hello there. We understand the importance of keeping your device powered. Check out these tips and tricks on how to optimize your battery settings: https://t.co/bivpdfBNJ6
46576,"@AppleSupport I am from the US but I live in China. Is it possible to have my iPhone/Mac iCloud linked to my Chinese info (bank, address), and separate Apple ID linked to my U.S. info (bank, address)?..Want to keep my iCloud storage in China but use App Store/Apple music from US",@126347 Our iTunes Support team would love to assist you. You can reach their team here: https://t.co/SDIe7UiyJN
2731320,"@AppleSupport if you cant make ios 11 better, at least let us go back to ios 10.3.3 for the time being. why am I bound to use ios11, it does not work, eats battery, has bad UI.","@765681 You've come to the right place for help with your iPhone. To start, can you tell us what iPhone model you have and what iOS version you're using? Also, can you tell us more about what you're experiencing?"
